Reviewer Name,Review Title,Place of Review,Up Votes,Down Votes,Month,Review text,Ratings,Cleaned Review Text,Sentiment
Flipkart Customer,Good,"Certified Buyer, Harharia Chak",0.0,0.0,Jan 2021,Excellent shuttle for outdoor play.READ MORE,5,excellent shuttle for outdoor playread more,Positive
Kiran Tarlekar,Perfect product!,"Certified Buyer, Malappuram District",0.0,0.0,Jan 2021,Fine qualityREAD MORE,4,fine qualityread more,Positive
Karthikeyan Balasubramanian,Perfect product!,"Certified Buyer, Bangalore",0.0,0.0,Jan 2021,Good productREAD MORE,5,good productread more,Positive
 kurumurthy Gajjala,Slightly disappointed,"Certified Buyer, Wanaparthy",0.0,0.0,Jan 2021,GoodREAD MORE,5,goodread more,Positive
Flipkart Customer,Classy product,"Certified Buyer, Kadirur",0.0,0.0,Jan 2021,Very poor quality.READ MORE,1,very poor qualityread more,Negative
Janaki Ram  Y,Terrific,"Certified Buyer, Tenali",0.0,0.0,Jan 2021,Genuine product receivedREAD MORE,4,genuine product receivedread more,Positive
gopi chand gurjar,Useless product,"Certified Buyer, Nadia District",0.0,0.0,Jan 2021,According to the price Quality is goodREAD MORE,5,according to the price quality is goodread more,Positive
Flipkart Customer,Super!,"Certified Buyer, Shillong",0.0,1.0,Jan 2021,"Original, quick deliver. Satisfactory buyREAD MORE",5,original quick deliver satisfactory buyread more,Positive
Shafeeque kv,Does the job,"Certified Buyer, Kondotty",0.0,0.0,Jan 2021,Good productREAD MORE,5,good productread more,Positive
PAVITHRANN SUBRAMANIAM,Bad quality,"Certified Buyer, Coimbatore",0.0,0.0,Jan 2021,Good productREAD MORE,5,good productread more,Positive
Dora Dinesh Kumar gopisetty ,Useless product,"Certified Buyer, Guntur",0.0,0.0,Jan 2021,GoodREAD MORE,3,goodread more,Positive
Lokesh M shetty,Worth every penny,"Certified Buyer, Bengaluru",0.0,0.0,Jan 2021,Super 👌READ MORE,5,super read more,Positive
Zack K,Good,"Certified Buyer, Calapor",0.0,0.0,Dec 2020,"Really good, Durability is good compared to buy in Amazon. Really I don't know what is the difference.But good.. Thank you flipkartREAD MORE",5,really good durability is good compared to buy in amazon really i dont know what is the differencebut good thank you flipkartread more,Positive
Thushar Remanan,Mind-blowing purchase,"Certified Buyer, Kollam",0.0,0.0,Dec 2020,Quality not goodREAD MORE,2,quality not goodread more,Positive
SAI SARAN K,Wonderful,"Certified Buyer, Kadiri",0.0,0.0,Dec 2020,Very Nice ProductREAD MORE,5,very nice productread more,Positive
kangkan  roy,Good quality product,"Certified Buyer, Koch Bihar District",0.0,0.0,Dec 2020,The delivery was quick and absolutely the packing was nice and quality was excellent.READ MORE,5,the delivery was quick and absolutely the packing was nice and quality was excellentread more,Positive
Ranjith Singh,Just wow!,"Certified Buyer, Nandivaram Guduvancheri",0.0,0.0,Dec 2020,Quality very poor duplicate productREAD MORE,1,quality very poor duplicate productread more,Negative
Udhaya V,Wonderful,"Certified Buyer, Tirupathur Vellore District",0.0,0.0,Dec 2020,Gud productREAD MORE,5,gud productread more,Positive
Swaroop Setty,Good quality product,"Certified Buyer, Anantapur District",0.0,0.0,Dec 2020,Not bad but . there's holes in the wooden part it course fast damag.. wooden part damaged so fastREAD MORE,3,not bad but  theres holes in the wooden part it course fast damag wooden part damaged so fastread more,Positive
Flipkart Customer,Super!,"Certified Buyer, Vizianagaram District",0.0,0.0,Dec 2020,3 out of six shuttles are not goodREAD MORE,2,3 out of six shuttles are not goodread more,Positive
jammikunta shashidhar,Mind-blowing purchase,"Certified Buyer, Adilabad",0.0,0.0,Dec 2020,Worrest productREAD MORE,1,worrest productread more,Positive
Phaneendrareddy G,Great product,"Certified Buyer, Akbarpur, Kanpur Dehat",0.0,0.0,Dec 2020,GoodREAD MORE,5,goodread more,Positive
Mirsalim Sk,Just wow!,"Certified Buyer, Murshidabad District",0.0,0.0,Dec 2020,"Once upon a time these were unbreakable for about a month's usage. But these new one last for about 1-2 weeks tops; with moderate to heavy use. P.S.- Talking about 1 shuttlecock, not the whole pack.READ MORE",3,once upon a time these were unbreakable for about a months usage but these new one last for about 12 weeks tops with moderate to heavy use ps talking about 1 shuttlecock not the whole packread more,Positive
Gaurav Meena,Mind-blowing purchase,"Certified Buyer, Bokaro Steel City",0.0,0.0,Dec 2020,Superb productREAD MORE,5,superb productread more,Positive
Vishal,Best in the market!,"Certified Buyer, Dudhi",0.0,0.0,Dec 2020,The best for badminton preparationREAD MORE,5,the best for badminton preparationread more,Positive
Chennakesava V,Good,"Certified Buyer, Bengaluru",0.0,0.0,Dec 2020,GoodREAD MORE,4,goodread more,Positive
Flipkart Customer,Simply awesome,"Certified Buyer, Tezu",0.0,0.0,Dec 2020,Overall good.READ MORE,5,overall goodread more,Positive
Flipkart Customer,Terrific,"Certified Buyer, Ariyalur",0.0,0.0,Dec 2020,GoodREAD MORE,4,goodread more,Positive
Jitender Chhabra,Could be way better,"Certified Buyer, Noida",0.0,0.0,Dec 2020,GoodREAD MORE,4,goodread more,Positive
Flipkart Customer,Good choice,"Certified Buyer, Palwancha",0.0,0.0,Dec 2020,Just goodREAD MORE,5,just goodread more,Positive
Amal Satheesh,Terrific purchase,"Certified Buyer, Kollam District",0.0,0.0,Dec 2020,Good productREAD MORE,5,good productread more,Positive
Bhargavi Customer,Don't waste your money,"Certified Buyer, Mahbubnagar",0.0,0.0,Dec 2020,NiceREAD MORE,5,niceread more,Positive
Dr V Kathiresh,Delightful,"Certified Buyer, Periyakulam",0.0,0.0,Dec 2020,Nice 👍👍👍👍READ MORE,5,nice read more,Positive
roopesh  k v,Classy product,"Certified Buyer, Kannur",0.0,0.0,Dec 2020,AwesomeREAD MORE,5,awesomeread more,Positive
Dr. Tanmay Bangar,Moderate,"Certified Buyer, Ratnagiri",0.0,0.0,Dec 2020,Best quality original awesome 💓READ MORE,5,best quality original awesome read more,Positive
Rohit Kumar,Mind-blowing purchase,"Certified Buyer, Ranchi",0.0,0.0,Dec 2020,I felt 2-3(total 6) shuttles are not genuine ! .READ MORE,3,i felt 23total 6 shuttles are not genuine  read more,Positive
Aishu Aishu,Just wow!,"Certified Buyer, T Narsipura",0.0,0.0,Dec 2020,NiceREAD MORE,5,niceread more,Positive
Zadda hananya,Must buy!,"Certified Buyer, Nagarkurnool District",0.0,0.0,Dec 2020,Nice product and it's originalREAD MORE,5,nice product and its originalread more,Positive
Naveenraj D,Does the job,"Certified Buyer, Vellore",0.0,0.0,Dec 2020,Seems like the shuttles were in store from quite long time. Cork became so hard that 3/6 shuttles survived only 1-2 games only. Totally dissatisfied.READ MORE,2,seems like the shuttles were in store from quite long time cork became so hard that 36 shuttles survived only 12 games only totally dissatisfiedread more,Positive
kirana as,Just wow!,"Certified Buyer, Bengaluru",0.0,0.0,Dec 2020,GoodREAD MORE,4,goodread more,Positive
Arulvadivel P,Awesome,"Certified Buyer, Hosur",0.0,0.0,Dec 2020,GoodREAD MORE,5,goodread more,Positive
Flipkart Customer,Terrific,"Certified Buyer, North Twenty Four Parganas District",0.0,0.0,Dec 2020,"Worst Shuttles received,pls check once you received whether those are new stock or old.READ MORE",1,worst shuttles receivedpls check once you received whether those are new stock or oldread more,Negative
Manoj  NR,Slightly disappointed,"Certified Buyer, Wellington",0.0,0.0,Dec 2020,"Good product,  on time deliveryREAD MORE",4,good product  on time deliveryread more,Positive
K SATISH KUMAR,Good quality product,"Certified Buyer, Gudivada Krishna District",0.0,0.0,Dec 2020,Nice ProductREAD MORE,5,nice productread more,Positive
Gobinda Saikia,Horrible,"Certified Buyer, Sonitpur District",0.0,0.0,Dec 2020,Poor quality of shuttleREAD MORE,2,poor quality of shuttleread more,Positive
Flipkart Customer,Don't waste your money,"Certified Buyer, Palakkad District",0.0,0.0,Dec 2020,Good quality. 1 shuttle last upto 3-4 days as we play for 1.5-2 hours daily.READ MORE,5,good quality 1 shuttle last upto 34 days as we play for 152 hours dailyread more,Positive
Flipkart Customer,Fabulous!,"Certified Buyer, Uttar Satali",0.0,0.0,Dec 2020,Super qualityREAD MORE,5,super qualityread more,Positive
Flipkart Customer,Highly recommended,"Certified Buyer, Bagalkot District",0.0,0.0,Dec 2020,My mom liked it very much ❤️♥️♥️READ MORE,5,my mom liked it very much read more,Positive
Flipkart Customer,Best in the market!,"Certified Buyer, Maldah District",0.0,0.0,Dec 2020,Out Of 6 ..4 corks are goodREAD MORE,3,out of 6 4 corks are goodread more,Positive
Vamsikrishna reddy kosuvari,Terrific,"Certified Buyer, Hubballi",0.0,0.0,Dec 2020,PerfectREAD MORE,5,perfectread more,Positive
Sameer Kumar Rana,Useless product,"Certified Buyer, Orai",0.0,0.0,Dec 2020,GoodREAD MORE,5,goodread more,Positive
Anil Kumar,Expected a better product,"Certified Buyer, Mahendragarh",0.0,0.0,Dec 2020,NiceREAD MORE,5,niceread more,Positive
SREEJITH S,Expected a better product,"Certified Buyer, Alappuzha",0.0,0.0,Dec 2020,Quality is not goodREAD MORE,2,quality is not goodread more,Positive
Flipkart Customer,Delightful,"Certified Buyer, Uttar Bagdogra",0.0,0.0,Dec 2020,Good for outdoor gameREAD MORE,4,good for outdoor gameread more,Positive
Flipkart Customer,Super!,"Certified Buyer, Hyderabad",0.0,0.0,Dec 2020,This product is good but return and replacement policy is badREAD MORE,1,this product is good but return and replacement policy is badread more,Positive
Anis Mak,Fabulous!,"Certified Buyer, Mumbai",0.0,0.0,Dec 2020,Speed is fast. So waste my cashREAD MORE,1,speed is fast so waste my cashread more,Positive
Srinjoy Mukherjee,Unsatisfactory,"Certified Buyer, Durllabhganj",0.0,0.0,Dec 2020,Nice one and on time delivery happy ☺️READ MORE,5,nice one and on time delivery happy read more,Positive
Tom C  SAJI,Hated it!,"Certified Buyer, Thodupuzha",0.0,0.0,Dec 2020,niceREAD MORE,5,niceread more,Positive
ashish Jethawa,Mind-blowing purchase,"Certified Buyer, Mahesana",0.0,0.0,Dec 2020,Nice productREAD MORE,5,nice productread more,Positive
Sandeep Kashyap,Delightful,"Certified Buyer, Papumpare",0.0,0.0,Dec 2020,good productREAD MORE,5,good productread more,Positive
Flipkart Customer,Hated it!,"Certified Buyer, Nadia District",0.0,0.0,Dec 2020,Worst shuttleREAD MORE,1,worst shuttleread more,Negative
Nurul hoque,Fair,"Certified Buyer, Nagaon District",0.0,0.0,Dec 2020,Some coke are never use for long runREAD MORE,2,some coke are never use for long runread more,Positive
Vaishnav Negi,Super!,"Certified Buyer, Dehradun",0.0,0.0,Dec 2020,Feather Quickly damage ( maximum 4-5 days )READ MORE,2,feather quickly damage  maximum 45 days read more,Positive
Pranjal Kumar,Decent product,"Certified Buyer, Begusarai",0.0,0.0,Dec 2020,Very good productREAD MORE,4,very good productread more,Positive
Flipkart Customer,Excellent,"Certified Buyer, Washim",0.0,0.0,Dec 2020,Its better for professionalsREAD MORE,5,its better for professionalsread more,Positive
Sreehari Sunil,Awesome,"Certified Buyer, Kunnamkulam",0.0,0.0,Dec 2020,Received original m 350 shuttle cork..thanksREAD MORE,5,received original m 350 shuttle corkthanksread more,Positive
Santhosh A S,Mind-blowing purchase,"Certified Buyer, Erode District",0.0,0.0,Dec 2020,BadREAD MORE,1,badread more,Positive
Gopinath  Gopi,Very poor,"Certified Buyer, Dharmapuri District",0.0,0.0,Dec 2020,"Bad experience. Mentioned slow shuttle, but actually it's very fast. Not at all good for the gameREAD MORE",1,bad experience mentioned slow shuttle but actually its very fast not at all good for the gameread more,Positive
Najeeb Vellathodi,Mind-blowing purchase,"Certified Buyer, Thenhippalam",0.0,0.0,Dec 2020,GoodREAD MORE,5,goodread more,Positive
kommu Anil kumar,Brilliant,"Certified Buyer, Kothakota",0.0,0.0,Dec 2020,Its real worth and goodREAD MORE,4,its real worth and goodread more,Positive
Ashish Kumar,Did not meet expectations,"Certified Buyer, Godda",0.0,0.0,Dec 2020,"This yr 350's durability is so bad. I am disappointed,,😌READ MORE",1,this yr 350s durability is so bad i am disappointedread more,Negative
Flipkart Customer,Must buy!,"Certified Buyer, Devbhoomi Dwarka District",0.0,0.0,Dec 2020,GoodREAD MORE,3,goodread more,Positive
suman kumari,Wonderful,"Certified Buyer, Bengaluru",0.0,0.0,Dec 2020,"I was using cheaper shuttles before, which barely lasted a week. Then I thought, it's enough, I'll make an investment this time around and buy the good ones for once. I almost play every evening with my brother for more or less, 45 min .......The first one has lasted me for 2 months and is still holding up well. You can go for it. Iam vouching for its longevity and quality.READ MORE",5,i was using cheaper shuttles before which barely lasted a week then i thought its enough ill make an investment this time around and buy the good ones for once i almost play every evening with my brother for more or less 45 min the first one has lasted me for 2 months and is still holding up well you can go for it iam vouching for its longevity and qualityread more,Positive
Bhim  Oli,Worth every penny,"Certified Buyer, Gandhinagar",0.0,0.0,Dec 2020,Bad qualityREAD MORE,3,bad qualityread more,Negative
Flipkart Customer,Delightful,"Certified Buyer, Tadepalligudem",0.0,0.0,Dec 2020,VERY NICE PRODUCTREAD MORE,5,very nice productread more,Positive
Flipkart Customer,Unsatisfactory,"Certified Buyer, Kunnummal",0.0,0.0,Dec 2020,Super ProductREAD MORE,5,super productread more,Positive
Flipkart Customer,Worth the money,"Certified Buyer, Narsipatnam",0.0,0.0,Dec 2020,Good quality as expectedREAD MORE,5,good quality as expectedread more,Positive
Mohd Shoib  Ansari,Perfect product!,"Certified Buyer, Indore",0.0,0.0,Dec 2020,GoodREAD MORE,1,goodread more,Positive
Gyanaram Das,Must buy!,"Certified Buyer, Ganjam",0.0,0.0,Dec 2020,"Good quality, thanksREAD MORE",5,good quality thanksread more,Positive
Athul Krishna,Must buy!,"Certified Buyer, Kochi",0.0,0.0,Dec 2020,SuperREAD MORE,5,superread more,Positive
Chandra Akhil,Fabulous!,"Certified Buyer, Krishna District",0.0,0.0,Dec 2020,Worst product base of every shuttle came within 3-4 games of playingREAD MORE,1,worst product base of every shuttle came within 34 games of playingread more,Negative
Ahamed Salim,Just okay,"Certified Buyer, Thazhakara",0.0,0.0,Dec 2020,GoodREAD MORE,5,goodread more,Positive
Nehal  Ghadi ,Brilliant,"Certified Buyer, Sanquelim",0.0,0.0,Dec 2020,Very niceREAD MORE,5,very niceread more,Positive
Chaitanya  Vennu,Delightful,"Certified Buyer, Hyderabad",0.0,0.0,Dec 2020,Best productsREAD MORE,5,best productsread more,Positive
Suhan Kotian S,Great product,"Certified Buyer, Udupi District",0.0,0.0,Dec 2020,V. GoodREAD MORE,4,v goodread more,Positive
Flipkart Customer,Unsatisfactory,"Certified Buyer, Hyderabad",0.0,0.0,Dec 2020,Very bad low quality productREAD MORE,1,very bad low quality productread more,Negative
Swapna  Das,Perfect product!,"Certified Buyer, Farooqnagar",0.0,0.0,Dec 2020,SuperREAD MORE,4,superread more,Positive
Asish Kumar Mohanty,Simply awesome,"Certified Buyer, Gotamara",0.0,0.0,Dec 2020,"We used to break 1 feather shuttle everyday, this shuttle took one week. We used to play with RSL #4, dint find much difference between these 2 shuttles while playing.We'd also played with Mavis350 green cap shuttle, it used to feel little bit heavy and felt jerk while playing shots.READ MORE",5,we used to break 1 feather shuttle everyday this shuttle took one week we used to play with rsl 4 dint find much difference between these 2 shuttles while playingwed also played with mavis350 green cap shuttle it used to feel little bit heavy and felt jerk while playing shotsread more,Negative
Nikhil Sai Ram,Super!,"Certified Buyer, Somandepalle",0.0,0.0,Dec 2020,It's my all time favoriteREAD MORE,5,its my all time favoriteread more,Positive
Rajesh  Divakaran ,Classy product,"Certified Buyer, Kottayam District",0.0,0.0,Dec 2020,Good product supperREAD MORE,5,good product supperread more,Positive
N Malitya Malitya,Super!,"Certified Buyer, Murshidabad District",0.0,0.0,Dec 2020,Cost is increasing day by day like gold rate......READ MORE,5,cost is increasing day by day like gold rateread more,Positive
Gumpu Naresh,Very poor,"Certified Buyer, Yenugonda",0.0,0.0,Dec 2020,NiceREAD MORE,3,niceread more,Positive
Vishnu Prakash,Just wow!,"Certified Buyer, Thodupuzha",0.0,0.0,Dec 2020,Quality of the shuttle is very good and durable.READ MORE,5,quality of the shuttle is very good and durableread more,Positive
Mohtasib Hasan,Mind-blowing purchase,"Certified Buyer, Lucknow",0.0,0.0,Dec 2020,The shuttles delivered are of decent quality.READ MORE,4,the shuttles delivered are of decent qualityread more,Positive
Goutham  Raj,Excellent,"Certified Buyer, Nanminda",0.0,0.0,Dec 2020,GoodREAD MORE,5,goodread more,Positive
Flipkart Customer,Very poor,"Certified Buyer, Kannur District",0.0,0.0,Dec 2020,"Not satisfied, its not like originalREAD MORE",1,not satisfied its not like originalread more,Positive
Rajendra Samal,Awesome,"Certified Buyer, Bangalore",0.0,0.0,Dec 2020,This product is excellent 👍👍READ MORE,5,this product is excellent read more,Positive
